item_id,title,category_id,brand,price,item_code,image_url,description
p0411,JBL ANC Headphones 49,headphones,JBL,26750,100411,https://via.placeholder.com/300x200.png?text=JBL+headphones,"2023 JBL headphones - JBL ANC Headphones 49. Approx. price ₹26750. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0412,Mi Smart TV 2025 (37),tv,Mi,91750,100412,https://via.placeholder.com/300x200.png?text=Mi+tv,"2025 Mi tv - Mi Smart TV 2025 (37). Approx. price ₹91750. Ideal for users looking for a modern tv with good performance, released between 2020 and 2025."
p0413,OnePlus Bass Headphones 4,headphones,OnePlus,12540,100413,https://via.placeholder.com/300x200.png?text=OnePlus+headphones,"2021 OnePlus headphones - OnePlus Bass Headphones 4. Approx. price ₹12540. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0414,Asus Air 2025 (33),laptops,Asus,158390,100414,https://via.placeholder.com/300x200.png?text=Asus+laptops,"2025 Asus laptops - Asus Air 2025 (33). Approx. price ₹158390. Ideal for users looking for a modern laptops with good performance, released between 2020 and 2025."
p0415,Microsoft Gaming Edition 2022,console,Microsoft,37640,100415,https://via.placeholder.com/300x200.png?text=Microsoft+console,"2022 Microsoft console - Microsoft Gaming Edition 2022. Approx. price ₹37640. Ideal for users looking for a modern console with good performance, released between 2020 and 2025."
p0416,Asus Slim 2021 (30),laptops,Asus,86220,100416,https://via.placeholder.com/300x200.png?text=Asus+laptops,"2021 Asus laptops - Asus Slim 2021 (30). Approx. price ₹86220. Ideal for users looking for a modern laptops with good performance, released between 2020 and 2025."
p0417,Fujifilm DSLR 2024 52,camera,Fujifilm,314830,100417,https://via.placeholder.com/300x200.png?text=Fujifilm+camera,"2024 Fujifilm camera - Fujifilm DSLR 2024 52. Approx. price ₹314830. Ideal for users looking for a modern camera with good performance, released between 2020 and 2025."
p0418,JBL Mini Speaker 29,speaker,JBL,5140,100418,https://via.placeholder.com/300x200.png?text=JBL+speaker,"2024 JBL speaker - JBL Mini Speaker 29. Approx. price ₹5140. Ideal for users looking for a modern speaker with good performance, released between 2020 and 2025."
p0419,JBL Boom Speaker 54,speaker,JBL,26190,100419,https://via.placeholder.com/300x200.png?text=JBL+speaker,"2020 JBL speaker - JBL Boom Speaker 54. Approx. price ₹26190. Ideal for users looking for a modern speaker with good performance, released between 2020 and 2025."
p0420,HP Slim 2022 (55),laptops,HP,100960,100420,https://via.placeholder.com/300x200.png?text=HP+laptops,"2022 HP laptops - HP Slim 2022 (55). Approx. price ₹100960. Ideal for users looking for a modern laptops with good performance, released between 2020 and 2025."
p0421,Apple Book 2024 (32),laptops,Apple,190620,100421,https://via.placeholder.com/300x200.png?text=Apple+laptops,"2024 Apple laptops - Apple Book 2024 (32). Approx. price ₹190620. Ideal for users looking for a modern laptops with good performance, released between 2020 and 2025."
p0422,Noise Active 2023 (9),smartwatch,Noise,39280,100422,https://via.placeholder.com/300x200.png?text=Noise+smartwatch,"2023 Noise smartwatch - Noise Active 2023 (9). Approx. price ₹39280. Ideal for users looking for a modern smartwatch with good performance, released between 2020 and 2025."
p0423,Oppo Max 2025 (52),phones,Oppo,80770,100423,https://via.placeholder.com/300x200.png?text=Oppo+phones,"2025 Oppo phones - Oppo Max 2025 (52). Approx. price ₹80770. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0424,Sony Wireless Headphones 48,headphones,Sony,14790,100424,https://via.placeholder.com/300x200.png?text=Sony+headphones,"2020 Sony headphones - Sony Wireless Headphones 48. Approx. price ₹14790. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0425,Vivo Note 2022 (45),phones,Vivo,56560,100425,https://via.placeholder.com/300x200.png?text=Vivo+phones,"2022 Vivo phones - Vivo Note 2022 (45). Approx. price ₹56560. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0426,Xiaomi Max 2023 (3),phones,Xiaomi,46510,100426,https://via.placeholder.com/300x200.png?text=Xiaomi+phones,"2023 Xiaomi phones - Xiaomi Max 2023 (3). Approx. price ₹46510. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0427,MSI Gaming 2025 (47),laptops,MSI,99640,100427,https://via.placeholder.com/300x200.png?text=MSI+laptops,"2025 MSI laptops - MSI Gaming 2025 (47). Approx. price ₹99640. Ideal for users looking for a modern laptops with good performance, released between 2020 and 2025."
p0428,Skullcandy Bass Headphones 25,headphones,Skullcandy,19400,100428,https://via.placeholder.com/300x200.png?text=Skullcandy+headphones,"2023 Skullcandy headphones - Skullcandy Bass Headphones 25. Approx. price ₹19400. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0429,Nikon Pro 2025 56,camera,Nikon,70970,100429,https://via.placeholder.com/300x200.png?text=Nikon+camera,"2025 Nikon camera - Nikon Pro 2025 56. Approx. price ₹70970. Ideal for users looking for a modern camera with good performance, released between 2020 and 2025."
p0430,Fujifilm DSLR 2024 9,camera,Fujifilm,342760,100430,https://via.placeholder.com/300x200.png?text=Fujifilm+camera,"2024 Fujifilm camera - Fujifilm DSLR 2024 9. Approx. price ₹342760. Ideal for users looking for a modern camera with good performance, released between 2020 and 2025."
p0431,Apple Plus 2023 (44),phones,Apple,58960,100431,https://via.placeholder.com/300x200.png?text=Apple+phones,"2023 Apple phones - Apple Plus 2023 (44). Approx. price ₹58960. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0432,Fujifilm Mark II 2021 16,camera,Fujifilm,139600,100432,https://via.placeholder.com/300x200.png?text=Fujifilm+camera,"2021 Fujifilm camera - Fujifilm Mark II 2021 16. Approx. price ₹139600. Ideal for users looking for a modern camera with good performance, released between 2020 and 2025."
p0433,Lenovo Tab 2025 (49),tablets,Lenovo,15090,100433,https://via.placeholder.com/300x200.png?text=Lenovo+tablets,"2025 Lenovo tablets - Lenovo Tab 2025 (49). Approx. price ₹15090. Ideal for users looking for a modern tablets with good performance, released between 2020 and 2025."
p0434,Realme Wireless Headphones 16,headphones,Realme,2420,100434,https://via.placeholder.com/300x200.png?text=Realme+headphones,"2020 Realme headphones - Realme Wireless Headphones 16. Approx. price ₹2420. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0435,JBL Sound Speaker 39,speaker,JBL,13180,100435,https://via.placeholder.com/300x200.png?text=JBL+speaker,"2023 JBL speaker - JBL Sound Speaker 39. Approx. price ₹13180. Ideal for users looking for a modern speaker with good performance, released between 2020 and 2025."
p0436,Vivo 5G 2023 (15),phones,Vivo,28910,100436,https://via.placeholder.com/300x200.png?text=Vivo+phones,"2023 Vivo phones - Vivo 5G 2023 (15). Approx. price ₹28910. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0437,Samsung Pro 2024 (19),phones,Samsung,86870,100437,https://via.placeholder.com/300x200.png?text=Samsung+phones,"2024 Samsung phones - Samsung Pro 2024 (19). Approx. price ₹86870. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0438,Sony Mini Speaker 39,speaker,Sony,13250,100438,https://via.placeholder.com/300x200.png?text=Sony+speaker,"2024 Sony speaker - Sony Mini Speaker 39. Approx. price ₹13250. Ideal for users looking for a modern speaker with good performance, released between 2020 and 2025."
p0439,Apple Gaming 2024 (15),laptops,Apple,83030,100439,https://via.placeholder.com/300x200.png?text=Apple+laptops,"2024 Apple laptops - Apple Gaming 2024 (15). Approx. price ₹83030. Ideal for users looking for a modern laptops with good performance, released between 2020 and 2025."
p0440,Samsung Ultra 2025 (44),phones,Samsung,64290,100440,https://via.placeholder.com/300x200.png?text=Samsung+phones,"2025 Samsung phones - Samsung Ultra 2025 (44). Approx. price ₹64290. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0441,OnePlus Ultra 2025 (43),phones,OnePlus,86920,100441,https://via.placeholder.com/300x200.png?text=OnePlus+phones,"2025 OnePlus phones - OnePlus Ultra 2025 (43). Approx. price ₹86920. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0442,OnePlus QLED 2023 (27),tv,OnePlus,95730,100442,https://via.placeholder.com/300x200.png?text=OnePlus+tv,"2023 OnePlus tv - OnePlus QLED 2023 (27). Approx. price ₹95730. Ideal for users looking for a modern tv with good performance, released between 2020 and 2025."
p0443,MSI Pro 2024 (31),laptops,MSI,181710,100443,https://via.placeholder.com/300x200.png?text=MSI+laptops,"2024 MSI laptops - MSI Pro 2024 (31). Approx. price ₹181710. Ideal for users looking for a modern laptops with good performance, released between 2020 and 2025."
p0444,OnePlus 4K UHD 2021 (52),tv,OnePlus,239160,100444,https://via.placeholder.com/300x200.png?text=OnePlus+tv,"2021 OnePlus tv - OnePlus 4K UHD 2021 (52). Approx. price ₹239160. Ideal for users looking for a modern tv with good performance, released between 2020 and 2025."
p0445,Fujifilm DSLR 2023 36,camera,Fujifilm,165950,100445,https://via.placeholder.com/300x200.png?text=Fujifilm+camera,"2023 Fujifilm camera - Fujifilm DSLR 2023 36. Approx. price ₹165950. Ideal for users looking for a modern camera with good performance, released between 2020 and 2025."
p0446,Lenovo Tab 2022 (42),tablets,Lenovo,90480,100446,https://via.placeholder.com/300x200.png?text=Lenovo+tablets,"2022 Lenovo tablets - Lenovo Tab 2022 (42). Approx. price ₹90480. Ideal for users looking for a modern tablets with good performance, released between 2020 and 2025."
p0447,boAt Wireless Headphones 47,headphones,boAt,2370,100447,https://via.placeholder.com/300x200.png?text=boAt+headphones,"2024 boAt headphones - boAt Wireless Headphones 47. Approx. price ₹2370. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0448,OnePlus Bass Headphones 39,headphones,OnePlus,25450,100448,https://via.placeholder.com/300x200.png?text=OnePlus+headphones,"2024 OnePlus headphones - OnePlus Bass Headphones 39. Approx. price ₹25450. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0449,MSI Slim 2024 (47),laptops,MSI,68010,100449,https://via.placeholder.com/300x200.png?text=MSI+laptops,"2024 MSI laptops - MSI Slim 2024 (47). Approx. price ₹68010. Ideal for users looking for a modern laptops with good performance, released between 2020 and 2025."
p0450,MSI Book 2022 (20),laptops,MSI,62450,100450,https://via.placeholder.com/300x200.png?text=MSI+laptops,"2022 MSI laptops - MSI Book 2022 (20). Approx. price ₹62450. Ideal for users looking for a modern laptops with good performance, released between 2020 and 2025."
p0451,Apple Gaming 2020 (48),laptops,Apple,166730,100451,https://via.placeholder.com/300x200.png?text=Apple+laptops,"2020 Apple laptops - Apple Gaming 2020 (48). Approx. price ₹166730. Ideal for users looking for a modern laptops with good performance, released between 2020 and 2025."
p0452,boAt Boom Speaker 59,speaker,boAt,28320,100452,https://via.placeholder.com/300x200.png?text=boAt+speaker,"2023 boAt speaker - boAt Boom Speaker 59. Approx. price ₹28320. Ideal for users looking for a modern speaker with good performance, released between 2020 and 2025."
p0453,TCL LED TV 2023 (35),tv,TCL,97970,100453,https://via.placeholder.com/300x200.png?text=TCL+tv,"2023 TCL tv - TCL LED TV 2023 (35). Approx. price ₹97970. Ideal for users looking for a modern tv with good performance, released between 2020 and 2025."
p0454,Realme Bass Headphones 30,headphones,Realme,22650,100454,https://via.placeholder.com/300x200.png?text=Realme+headphones,"2023 Realme headphones - Realme Bass Headphones 30. Approx. price ₹22650. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0455,Apple Sense 2021 (24),smartwatch,Apple,33200,100455,https://via.placeholder.com/300x200.png?text=Apple+smartwatch,"2021 Apple smartwatch - Apple Sense 2021 (24). Approx. price ₹33200. Ideal for users looking for a modern smartwatch with good performance, released between 2020 and 2025."
p0456,boAt Sound Speaker 10,speaker,boAt,14960,100456,https://via.placeholder.com/300x200.png?text=boAt+speaker,"2025 boAt speaker - boAt Sound Speaker 10. Approx. price ₹14960. Ideal for users looking for a modern speaker with good performance, released between 2020 and 2025."
p0457,Zebronics Mini Speaker 27,speaker,Zebronics,9240,100457,https://via.placeholder.com/300x200.png?text=Zebronics+speaker,"2025 Zebronics speaker - Zebronics Mini Speaker 27. Approx. price ₹9240. Ideal for users looking for a modern speaker with good performance, released between 2020 and 2025."
p0458,LG QLED 2023 (37),tv,LG,148210,100458,https://via.placeholder.com/300x200.png?text=LG+tv,"2023 LG tv - LG QLED 2023 (37). Approx. price ₹148210. Ideal for users looking for a modern tv with good performance, released between 2020 and 2025."
p0459,Nintendo Gaming Slim 2022,console,Nintendo,73970,100459,https://via.placeholder.com/300x200.png?text=Nintendo+console,"2022 Nintendo console - Nintendo Gaming Slim 2022. Approx. price ₹73970. Ideal for users looking for a modern console with good performance, released between 2020 and 2025."
p0460,Nintendo Gaming Edition 2023,console,Nintendo,64930,100460,https://via.placeholder.com/300x200.png?text=Nintendo+console,"2023 Nintendo console - Nintendo Gaming Edition 2023. Approx. price ₹64930. Ideal for users looking for a modern console with good performance, released between 2020 and 2025."
p0461,JBL Pro Headphones 47,headphones,JBL,5460,100461,https://via.placeholder.com/300x200.png?text=JBL+headphones,"2021 JBL headphones - JBL Pro Headphones 47. Approx. price ₹5460. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0462,Canon Mirrorless 2024 3,camera,Canon,385010,100462,https://via.placeholder.com/300x200.png?text=Canon+camera,"2024 Canon camera - Canon Mirrorless 2024 3. Approx. price ₹385010. Ideal for users looking for a modern camera with good performance, released between 2020 and 2025."
p0463,Redmi Plus 2023 (9),phones,Redmi,30210,100463,https://via.placeholder.com/300x200.png?text=Redmi+phones,"2023 Redmi phones - Redmi Plus 2023 (9). Approx. price ₹30210. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0464,Dell Gaming 2021 (33),laptops,Dell,86150,100464,https://via.placeholder.com/300x200.png?text=Dell+laptops,"2021 Dell laptops - Dell Gaming 2021 (33). Approx. price ₹86150. Ideal for users looking for a modern laptops with good performance, released between 2020 and 2025."
p0465,Zebronics Bar Speaker 43,speaker,Zebronics,1890,100465,https://via.placeholder.com/300x200.png?text=Zebronics+speaker,"2023 Zebronics speaker - Zebronics Bar Speaker 43. Approx. price ₹1890. Ideal for users looking for a modern speaker with good performance, released between 2020 and 2025."
p0466,Panasonic Mirrorless 2023 1,camera,Panasonic,218070,100466,https://via.placeholder.com/300x200.png?text=Panasonic+camera,"2023 Panasonic camera - Panasonic Mirrorless 2023 1. Approx. price ₹218070. Ideal for users looking for a modern camera with good performance, released between 2020 and 2025."
p0467,Xiaomi Plus 2022 (2),tablets,Xiaomi,80450,100467,https://via.placeholder.com/300x200.png?text=Xiaomi+tablets,"2022 Xiaomi tablets - Xiaomi Plus 2022 (2). Approx. price ₹80450. Ideal for users looking for a modern tablets with good performance, released between 2020 and 2025."
p0468,Dell Pro 2020 (34),laptops,Dell,62350,100468,https://via.placeholder.com/300x200.png?text=Dell+laptops,"2020 Dell laptops - Dell Pro 2020 (34). Approx. price ₹62350. Ideal for users looking for a modern laptops with good performance, released between 2020 and 2025."
p0469,Zebronics Mini Speaker 53,speaker,Zebronics,13780,100469,https://via.placeholder.com/300x200.png?text=Zebronics+speaker,"2022 Zebronics speaker - Zebronics Mini Speaker 53. Approx. price ₹13780. Ideal for users looking for a modern speaker with good performance, released between 2020 and 2025."
p0470,boAt Pro Headphones 26,headphones,boAt,15630,100470,https://via.placeholder.com/300x200.png?text=boAt+headphones,"2022 boAt headphones - boAt Pro Headphones 26. Approx. price ₹15630. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0471,Apple Tab 2025 (53),tablets,Apple,74750,100471,https://via.placeholder.com/300x200.png?text=Apple+tablets,"2025 Apple tablets - Apple Tab 2025 (53). Approx. price ₹74750. Ideal for users looking for a modern tablets with good performance, released between 2020 and 2025."
p0472,Sony Gaming Slim 2020,console,Sony,41970,100472,https://via.placeholder.com/300x200.png?text=Sony+console,"2020 Sony console - Sony Gaming Slim 2020. Approx. price ₹41970. Ideal for users looking for a modern console with good performance, released between 2020 and 2025."
p0473,Noise Pro 2025 (1),smartwatch,Noise,9090,100473,https://via.placeholder.com/300x200.png?text=Noise+smartwatch,"2025 Noise smartwatch - Noise Pro 2025 (1). Approx. price ₹9090. Ideal for users looking for a modern smartwatch with good performance, released between 2020 and 2025."
p0474,OnePlus Bass Headphones 37,headphones,OnePlus,24250,100474,https://via.placeholder.com/300x200.png?text=OnePlus+headphones,"2022 OnePlus headphones - OnePlus Bass Headphones 37. Approx. price ₹24250. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0475,Realme Plus 2021 (58),phones,Realme,84010,100475,https://via.placeholder.com/300x200.png?text=Realme+phones,"2021 Realme phones - Realme Plus 2021 (58). Approx. price ₹84010. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0476,Apple Fit 2020 (60),smartwatch,Apple,51800,100476,https://via.placeholder.com/300x200.png?text=Apple+smartwatch,"2020 Apple smartwatch - Apple Fit 2020 (60). Approx. price ₹51800. Ideal for users looking for a modern smartwatch with good performance, released between 2020 and 2025."
p0477,Xiaomi Tab 2024 (43),tablets,Xiaomi,28240,100477,https://via.placeholder.com/300x200.png?text=Xiaomi+tablets,"2024 Xiaomi tablets - Xiaomi Tab 2024 (43). Approx. price ₹28240. Ideal for users looking for a modern tablets with good performance, released between 2020 and 2025."
p0478,Samsung QLED 2021 (38),tv,Samsung,199450,100478,https://via.placeholder.com/300x200.png?text=Samsung+tv,"2021 Samsung tv - Samsung QLED 2021 (38). Approx. price ₹199450. Ideal for users looking for a modern tv with good performance, released between 2020 and 2025."
p0479,boAt Wireless Headphones 11,headphones,boAt,15670,100479,https://via.placeholder.com/300x200.png?text=boAt+headphones,"2022 boAt headphones - boAt Wireless Headphones 11. Approx. price ₹15670. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0480,OnePlus Pro Headphones 22,headphones,OnePlus,22130,100480,https://via.placeholder.com/300x200.png?text=OnePlus+headphones,"2024 OnePlus headphones - OnePlus Pro Headphones 22. Approx. price ₹22130. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0481,MSI Book 2025 (47),laptops,MSI,123140,100481,https://via.placeholder.com/300x200.png?text=MSI+laptops,"2025 MSI laptops - MSI Book 2025 (47). Approx. price ₹123140. Ideal for users looking for a modern laptops with good performance, released between 2020 and 2025."
p0482,boAt Wireless Headphones 28,headphones,boAt,21090,100482,https://via.placeholder.com/300x200.png?text=boAt+headphones,"2020 boAt headphones - boAt Wireless Headphones 28. Approx. price ₹21090. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0483,Mi 4K UHD 2024 (39),tv,Mi,281520,100483,https://via.placeholder.com/300x200.png?text=Mi+tv,"2024 Mi tv - Mi 4K UHD 2024 (39). Approx. price ₹281520. Ideal for users looking for a modern tv with good performance, released between 2020 and 2025."
p0484,Samsung 4K UHD 2025 (18),tv,Samsung,156350,100484,https://via.placeholder.com/300x200.png?text=Samsung+tv,"2025 Samsung tv - Samsung 4K UHD 2025 (18). Approx. price ₹156350. Ideal for users looking for a modern tv with good performance, released between 2020 and 2025."
p0485,Realme Wireless Headphones 28,headphones,Realme,19310,100485,https://via.placeholder.com/300x200.png?text=Realme+headphones,"2023 Realme headphones - Realme Wireless Headphones 28. Approx. price ₹19310. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0486,boAt Wireless Headphones 19,headphones,boAt,20940,100486,https://via.placeholder.com/300x200.png?text=boAt+headphones,"2024 boAt headphones - boAt Wireless Headphones 19. Approx. price ₹20940. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0487,Apple Plus 2021 (25),phones,Apple,75170,100487,https://via.placeholder.com/300x200.png?text=Apple+phones,"2021 Apple phones - Apple Plus 2021 (25). Approx. price ₹75170. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0488,Apple Air 2023 (21),laptops,Apple,46490,100488,https://via.placeholder.com/300x200.png?text=Apple+laptops,"2023 Apple laptops - Apple Air 2023 (21). Approx. price ₹46490. Ideal for users looking for a modern laptops with good performance, released between 2020 and 2025."
p0489,Apple Max 2023 (24),phones,Apple,18340,100489,https://via.placeholder.com/300x200.png?text=Apple+phones,"2023 Apple phones - Apple Max 2023 (24). Approx. price ₹18340. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0490,Samsung 5G 2023 (29),phones,Samsung,59900,100490,https://via.placeholder.com/300x200.png?text=Samsung+phones,"2023 Samsung phones - Samsung 5G 2023 (29). Approx. price ₹59900. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0491,boAt ANC Headphones 6,headphones,boAt,14210,100491,https://via.placeholder.com/300x200.png?text=boAt+headphones,"2020 boAt headphones - boAt ANC Headphones 6. Approx. price ₹14210. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0492,Zebronics Bar Speaker 56,speaker,Zebronics,1660,100492,https://via.placeholder.com/300x200.png?text=Zebronics+speaker,"2022 Zebronics speaker - Zebronics Bar Speaker 56. Approx. price ₹1660. Ideal for users looking for a modern speaker with good performance, released between 2020 and 2025."
p0493,Skullcandy Wireless Headphones 47,headphones,Skullcandy,14640,100493,https://via.placeholder.com/300x200.png?text=Skullcandy+headphones,"2020 Skullcandy headphones - Skullcandy Wireless Headphones 47. Approx. price ₹14640. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0494,Apple Pro 2023 (11),laptops,Apple,74680,100494,https://via.placeholder.com/300x200.png?text=Apple+laptops,"2023 Apple laptops - Apple Pro 2023 (11). Approx. price ₹74680. Ideal for users looking for a modern laptops with good performance, released between 2020 and 2025."
p0495,Realme Pad 2021 (5),tablets,Realme,46560,100495,https://via.placeholder.com/300x200.png?text=Realme+tablets,"2021 Realme tablets - Realme Pad 2021 (5). Approx. price ₹46560. Ideal for users looking for a modern tablets with good performance, released between 2020 and 2025."
p0496,Sony Bass Headphones 51,headphones,Sony,10680,100496,https://via.placeholder.com/300x200.png?text=Sony+headphones,"2023 Sony headphones - Sony Bass Headphones 51. Approx. price ₹10680. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0497,Realme Pad 2024 (40),tablets,Realme,54080,100497,https://via.placeholder.com/300x200.png?text=Realme+tablets,"2024 Realme tablets - Realme Pad 2024 (40). Approx. price ₹54080. Ideal for users looking for a modern tablets with good performance, released between 2020 and 2025."
p0498,Lenovo Air 2020 (26),laptops,Lenovo,155450,100498,https://via.placeholder.com/300x200.png?text=Lenovo+laptops,"2020 Lenovo laptops - Lenovo Air 2020 (26). Approx. price ₹155450. Ideal for users looking for a modern laptops with good performance, released between 2020 and 2025."
p0499,Sony Pro Headphones 22,headphones,Sony,22990,100499,https://via.placeholder.com/300x200.png?text=Sony+headphones,"2023 Sony headphones - Sony Pro Headphones 22. Approx. price ₹22990. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0500,Nintendo Gaming Slim 2021,console,Nintendo,54230,100500,https://via.placeholder.com/300x200.png?text=Nintendo+console,"2021 Nintendo console - Nintendo Gaming Slim 2021. Approx. price ₹54230. Ideal for users looking for a modern console with good performance, released between 2020 and 2025."
p0501,Asus Gaming 2022 (12),laptops,Asus,189160,100501,https://via.placeholder.com/300x200.png?text=Asus+laptops,"2022 Asus laptops - Asus Gaming 2022 (12). Approx. price ₹189160. Ideal for users looking for a modern laptops with good performance, released between 2020 and 2025."
p0502,OnePlus 4K UHD 2025 (41),tv,OnePlus,290900,100502,https://via.placeholder.com/300x200.png?text=OnePlus+tv,"2025 OnePlus tv - OnePlus 4K UHD 2025 (41). Approx. price ₹290900. Ideal for users looking for a modern tv with good performance, released between 2020 and 2025."
p0503,Apple Plus 2023 (18),tablets,Apple,43900,100503,https://via.placeholder.com/300x200.png?text=Apple+tablets,"2023 Apple tablets - Apple Plus 2023 (18). Approx. price ₹43900. Ideal for users looking for a modern tablets with good performance, released between 2020 and 2025."
p0504,boAt Boom Speaker 35,speaker,boAt,35950,100504,https://via.placeholder.com/300x200.png?text=boAt+speaker,"2024 boAt speaker - boAt Boom Speaker 35. Approx. price ₹35950. Ideal for users looking for a modern speaker with good performance, released between 2020 and 2025."
p0505,Canon DSLR 2025 30,camera,Canon,197620,100505,https://via.placeholder.com/300x200.png?text=Canon+camera,"2025 Canon camera - Canon DSLR 2025 30. Approx. price ₹197620. Ideal for users looking for a modern camera with good performance, released between 2020 and 2025."
p0506,OnePlus 4K UHD 2020 (53),tv,OnePlus,173140,100506,https://via.placeholder.com/300x200.png?text=OnePlus+tv,"2020 OnePlus tv - OnePlus 4K UHD 2020 (53). Approx. price ₹173140. Ideal for users looking for a modern tv with good performance, released between 2020 and 2025."
p0507,Apple Air 2022 (16),laptops,Apple,137260,100507,https://via.placeholder.com/300x200.png?text=Apple+laptops,"2022 Apple laptops - Apple Air 2022 (16). Approx. price ₹137260. Ideal for users looking for a modern laptops with good performance, released between 2020 and 2025."
p0508,Skullcandy Pro Headphones 29,headphones,Skullcandy,14890,100508,https://via.placeholder.com/300x200.png?text=Skullcandy+headphones,"2020 Skullcandy headphones - Skullcandy Pro Headphones 29. Approx. price ₹14890. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0509,Panasonic Mirrorless 2025 27,camera,Panasonic,337120,100509,https://via.placeholder.com/300x200.png?text=Panasonic+camera,"2025 Panasonic camera - Panasonic Mirrorless 2025 27. Approx. price ₹337120. Ideal for users looking for a modern camera with good performance, released between 2020 and 2025."
p0510,OnePlus Bass Headphones 39,headphones,OnePlus,3990,100510,https://via.placeholder.com/300x200.png?text=OnePlus+headphones,"2024 OnePlus headphones - OnePlus Bass Headphones 39. Approx. price ₹3990. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0511,Apple Tab 2021 (42),tablets,Apple,57250,100511,https://via.placeholder.com/300x200.png?text=Apple+tablets,"2021 Apple tablets - Apple Tab 2021 (42). Approx. price ₹57250. Ideal for users looking for a modern tablets with good performance, released between 2020 and 2025."
p0512,Nintendo Gaming Slim 2025,console,Nintendo,82140,100512,https://via.placeholder.com/300x200.png?text=Nintendo+console,"2025 Nintendo console - Nintendo Gaming Slim 2025. Approx. price ₹82140. Ideal for users looking for a modern console with good performance, released between 2020 and 2025."
p0513,boAt ANC Headphones 7,headphones,boAt,6170,100513,https://via.placeholder.com/300x200.png?text=boAt+headphones,"2020 boAt headphones - boAt ANC Headphones 7. Approx. price ₹6170. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0514,Panasonic DSLR 2024 45,camera,Panasonic,193840,100514,https://via.placeholder.com/300x200.png?text=Panasonic+camera,"2024 Panasonic camera - Panasonic DSLR 2024 45. Approx. price ₹193840. Ideal for users looking for a modern camera with good performance, released between 2020 and 2025."
p0515,Skullcandy Wireless Headphones 38,headphones,Skullcandy,10970,100515,https://via.placeholder.com/300x200.png?text=Skullcandy+headphones,"2025 Skullcandy headphones - Skullcandy Wireless Headphones 38. Approx. price ₹10970. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0516,Oppo Ultra 2020 (19),phones,Oppo,83480,100516,https://via.placeholder.com/300x200.png?text=Oppo+phones,"2020 Oppo phones - Oppo Ultra 2020 (19). Approx. price ₹83480. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0517,Xiaomi Max 2025 (10),phones,Xiaomi,40290,100517,https://via.placeholder.com/300x200.png?text=Xiaomi+phones,"2025 Xiaomi phones - Xiaomi Max 2025 (10). Approx. price ₹40290. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0518,boAt Sense 2024 (31),smartwatch,boAt,42330,100518,https://via.placeholder.com/300x200.png?text=boAt+smartwatch,"2024 boAt smartwatch - boAt Sense 2024 (31). Approx. price ₹42330. Ideal for users looking for a modern smartwatch with good performance, released between 2020 and 2025."
